Group,Name,CourseNumber,StartDate,Days,Time,Period,Credits,Campus,Fee,Teacher,Detail
Human Resource Management,Law and Human Resource Management,HRMT.X405.(4),1/12/2019,Sat,09:00 AM,2019.01.12-2019.01.26,2.0,SANTA CLARA,$710,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581999&SectionID=6296135
Human Resource Management,Law and Human Resource Management,HRMT.X405.(3),9/15/2018,Sat,09:00 AM,2018.09.15-2018.09.29,2.0,SANTA CLARA,$710,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581999&SectionID=6195751
Human Resource Management,Benefits Management: A Comprehensive Study of Employee Benefit Programs,HRMT.X407.(806),1/8/2019,Tue,NA,2019.01.08-2019.02.26,2.0,ONLINE,$700,Lynn M Hughes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581917&SectionID=6296441
Human Resource Management,Benefits Management: A Comprehensive Study of Employee Benefit Programs,HRMT.X407.(5),10/17/2018,Wed,06:00 PM,2018.10.17-2018.12.05,2.0,SANTA CLARA,$700,Marco F. Rosa,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581917&SectionID=6195521
Human Resource Management,Talent Acquisition 101,HRMT.X408.(2),3/23/2019,Sat,09:00 AM,2019.03.23-2019.03.30,1.5,SANTA CLARA,$650,Jenny Hayes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582097&SectionID=6296393
Human Resource Management,Finance for the Business Professional,BUSM.X403.(806),1/7/2019,Mon,NA,2019.01.07-2019.03.28,1.0,ONLINE,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6295875
Human Resource Management,Finance for the Business Professional,BUSM.X403.(5),10/3/2018,Wed,06:00 PM,2018.10.03-2018.10.24,1.0,SANTA CLARA,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6195475
Human Resource Management,Effective Performance Management,HRMT.X402.(2),2/13/2019,Wed,06:00 PM,2019.02.13-2019.03.27,2.0,SANTA CLARA,$750,Marco F. Rosa,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582219&SectionID=6296007
Human Resource Management,Role of the Project Manager,PPMT.X400.(815),1/15/2019,Tue,NA,2019.01.15-2019.02.19,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299359
Human Resource Management,Role of the Project Manager,PPMT.X400.(14),3/9/2019,Sat,08:30 AM,2019.03.09-2019.03.16,1.5,SANTA CLARA,$775,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299153
Human Resource Management,Role of the Project Manager,PPMT.X400.(13),1/16/2019,Wed,06:00 PM,2019.01.16-2019.02.13,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299069
Human Resource Management,Role of the Project Manager,PPMT.X400.(811),9/10/2018,Mon,NA,2018.09.10-2018.10.15,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6196385
Human Resource Management,Role of the Project Manager,PPMT.X400.(12),9/5/2018,Wed,05:45 PM,2018.09.05-2018.09.26,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6206007
Human Resource Management,Role of the Project Manager,PPMT.X400.(8),8/1/2018,Wed,05:45 PM,2018.08.01-2018.08.29,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6112213
Human Resource Management,Facilitation Skills,HRMT.X406.(3),10/26/2018,Fri,09:00 AM,2018.10.26-2018.11.03,2.0,SANTA CLARA,$725,Tara L Martin-Milius,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581429&SectionID=6195573
Human Resource Management,Workplace Investigations,HRMT.X415.(1),8/18/2018,Sat,09:00 AM,2018.08.18-2018.08.18,0.5,SANTA CLARA,$420,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582123&SectionID=6105601
Human Resource Management,HR Technology - What You Need To Know To Be A Technology Proponent,HRMT.X417.(2),9/14/2018,Fri,06:00 PM,2018.09.14-2018.10.12,1.5,SANTA CLARA,$675,Jenny Hayes,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581531&SectionID=6195633
Human Resource Management,Business Communications,BUSM.X404.(3),1/15/2019,Tue,06:00 PM,2019.01.15-2019.03.05,2.0,SANTA CLARA,$700,Craig A Harrison,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579201&SectionID=6295585
Human Resource Management,Human Resources Business Partner (HRBP) Excellence,HRMT.X416.(3),11/10/2018,Sat,09:00 AM,2018.11.10-2018.12.01,1.0,SANTA CLARA,$675,Linda S Gunther,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5612129&SectionID=6195681
Marketing Management,Implementing Marketing and Sales Strategies,MKTG.X403.(4),3/11/2019,Mon,06:00 PM,2019.03.11-2019.04.15,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592615&SectionID=6297037
Marketing Management,Implementing Marketing and Sales Strategies,MKTG.X403.(3),10/23/2018,Tue,06:00 PM,2018.10.23-2018.11.27,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592615&SectionID=6196661
Marketing Management,Integrated Marketing Communication,MKTG.X408.(5),1/16/2019,Wed,06:00 PM,2019.01.16-2019.03.13,2.5,SANTA CLARA,$725,Patrick J Williams,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593301&SectionID=6296837
Marketing Management,Integrated Marketing Communication,MKTG.X408.(804),10/1/2018,Mon,NA,2018.10.01-2018.11.27,2.5,ONLINE,$725,Michael H Savod,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593301&SectionID=6195933
Marketing Management,Advanced Social Media Marketing: A Practical Approach for Business,MKTG.X416.(4),3/27/2019,Wed,06:00 PM,2019.03.27-2019.05.01,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592691&SectionID=6296739
Marketing Management,Advanced Social Media Marketing: A Practical Approach for Business,MKTG.X416.(3),10/31/2018,Wed,06:00 PM,2018.10.31-2018.12.12,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592691&SectionID=6205893
Marketing Management,"Applied Digital Marketing for Business: Tools, Technologies, Techniques and their Applications",MKTG.X419.(3),3/2/2019,Sat,10:00 AM,2019.03.02-2019.03.30,2.0,SANTA CLARA,$650,Thomas Patrick Moyer,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594721&SectionID=6296891
Marketing Management,"CRM: Customer Relationship Management, Fundamentals",MKTG.X407.(3),9/7/2018,Fri,06:00 PM,2018.09.07-2018.10.19,2.0,SANTA CLARA,$750,Patrick J Williams,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593207&SectionID=6197737
Marketing Management,"Customer Acquisition 2.0: Strategies, Retention and Win-Back",MKTG.X405.(3),2/1/2019,Fri,05:30 PM,2019.02.01-2019.02.15,1.5,SANTA CLARA,$650,Patrick J Williams,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594733&SectionID=6296989
Marketing Management,Leveraging Content and Social Analytics,MKTG.X417.(3),1/15/2019,Tue,06:00 PM,2019.01.15-2019.02.12,1.5,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594661&SectionID=6297813
Marketing Management,Search Engine Marketing,MKTG.X410.(3),9/13/2018,Thu,06:00 PM,2018.09.13-2018.10.25,2.0,SANTA CLARA,$700,John E Thyfault,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593149&SectionID=6195975
Marketing Management,Social Media Marketing Fundamentals,MKTG.X415.(5),2/13/2019,Wed,06:00 PM,2019.02.13-2019.03.20,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6297635
Marketing Management,Social Media Marketing Fundamentals,MKTG.X415.(4),9/29/2018,Sat,12:30 PM,2018.09.29-2018.10.27,2.0,SANTA CLARA,$650,Thomas Patrick Moyer,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6200429
Marketing Management,Social Media Marketing Fundamentals,MKTG.X415.(3),8/15/2018,Wed,06:00 PM,2018.08.15-2018.09.19,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6115103
Marketing Management,Web and Mobile Analytics,MKTG.X412.(3),1/26/2019,Sat,09:00 AM,2019.01.26-2019.02.02,1.5,SANTA CLARA,$650,Assimakis (Mike) Tzamaloukas,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594641&SectionID=6297689
Marketing Management,Web and Mobile Analytics,MKTG.X412.(2),8/25/2018,Sat,09:00 AM,2018.08.25-2018.09.08,1.5,SANTA CLARA,$650,Assimakis (Mike) Tzamaloukas,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594641&SectionID=6110111
Marketing Management,Business and Professional Writing,BUSM.X414.(3),9/18/2018,Tue,06:00 PM,2018.09.18-2018.10.23,2.0,SANTA CLARA,$700,Linda Rodgers-Price,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570461&SectionID=6195249
Marketing Management,Principles of Marketing,MKTG.X400.(5),1/14/2019,Mon,06:00 PM,2019.01.14-2019.03.04,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6297533
Marketing Management,Principles of Marketing,MKTG.X400.(4),9/11/2018,Tue,06:00 PM,2018.09.11-2018.10.16,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6196711
Marketing Management,Consumer Insights: Data Analysis and Interpretation,MKTG.X413.(5),3/7/2019,Thu,06:30 PM,2019.03.07-2019.04.04,1.5,SANTA CLARA,$650,Alakh K Verma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593035&SectionID=6297733
Marketing Management,Consumer Insights: Data Analysis and Interpretation,MKTG.X413.(4),10/29/2018,Mon,06:30 PM,2018.10.29-2018.12.03,1.5,SANTA CLARA,$650,Alakh K Verma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593035&SectionID=6204201
Marketing Management,Marketing Operations 2.0: Tactical Discipline to Strategic Vision,MKTG.X404.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.10.22,2.0,SANTA CLARA,$700,Lynn Hunsaker,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5593409&SectionID=6205477
Marketing Management,Positioning and Brand Management,MKTG.X409.(2),10/6/2018,Sat,08:30 AM,2018.10.06-2018.10.13,1.5,SANTA CLARA,$650,Patrick J Williams,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594297&SectionID=6205573
Marketing Management,Public Relations: Winning the Mindshare Battle,MKTG.X402.(2),2/19/2019,Tue,06:00 PM,2019.02.19-2019.03.19,1.5,SANTA CLARA,$650,Robert M Durstenfeld,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5604297&SectionID=6296789
Marketing Management,Product Management: Moving the Product to Market,MKTG.X406.(3),1/17/2019,Thu,06:00 PM,2019.01.17-2019.02.28,2.0,SANTA CLARA,$700,Alakh K Verma,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594547&SectionID=6297583
Marketing Management,Application of Social Media for Business Growth,MKTG.X490.(3),5/8/2019,Wed,06:00 PM,2019.05.08-2019.06.12,2.0,SANTA CLARA,$700,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594585&SectionID=6300007
MCLE Credit,Principles of Marketing,MKTG.X400.(5),1/14/2019,Mon,06:00 PM,2019.01.14-2019.03.04,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6297533
MCLE Credit,Principles of Marketing,MKTG.X400.(4),9/11/2018,Tue,06:00 PM,2018.09.11-2018.10.16,2.0,SANTA CLARA,$700,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5592473&SectionID=6196711
MCLE Credit,Estate Planning,FPLN.X402.(3),1/24/2019,Thu,06:00 PM,2019.01.24-2019.03.28,3.5,SANTA CLARA,$720,Richard C Dayton,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5572119&SectionID=6298107
MCLE Credit,Law and Human Resource Management,HRMT.X405.(4),1/12/2019,Sat,09:00 AM,2019.01.12-2019.01.26,2.0,SANTA CLARA,$710,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581999&SectionID=6296135
MCLE Credit,Law and Human Resource Management,HRMT.X405.(3),9/15/2018,Sat,09:00 AM,2018.09.15-2018.09.29,2.0,SANTA CLARA,$710,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5581999&SectionID=6195751
MCLE Credit,Workplace Investigations,HRMT.X415.(1),8/18/2018,Sat,09:00 AM,2018.08.18-2018.08.18,0.5,SANTA CLARA,$420,Deanna Mouser,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5582123&SectionID=6105601
MCLE Credit,Social Media Marketing Fundamentals,MKTG.X415.(5),2/13/2019,Wed,06:00 PM,2019.02.13-2019.03.20,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6297635
MCLE Credit,Social Media Marketing Fundamentals,MKTG.X415.(4),9/29/2018,Sat,12:30 PM,2018.09.29-2018.10.27,2.0,SANTA CLARA,$650,Thomas Patrick Moyer,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6200429
MCLE Credit,Social Media Marketing Fundamentals,MKTG.X415.(3),8/15/2018,Wed,06:00 PM,2018.08.15-2018.09.19,2.0,SANTA CLARA,$650,Alice B Goldstein,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5594381&SectionID=6115103
MCLE Credit,Introduction to Accounting II: Managerial Accounting,ACCT.X401.(4),9/13/2018,Thu,06:00 PM,2018.09.13-2018.11.15,4.0,SANTA CLARA,$775,Tharan J Lanier,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5568965&SectionID=6198113
MCLE Credit,Introduction to Accounting I: Financial Accounting,ACCT.X400.(7),1/16/2019,Wed,06:00 PM,2019.01.16-2019.03.27,4.0,SANTA CLARA,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6295435
MCLE Credit,Introduction to Accounting I: Financial Accounting,ACCT.X400.(806),9/10/2018,Mon,NA,2018.09.10-2018.12.21,4.0,ONLINE,$775,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5569037&SectionID=6195141
MCLE Credit,Finance for the Business Professional,BUSM.X403.(806),1/7/2019,Mon,NA,2019.01.07-2019.03.28,1.0,ONLINE,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6295875
MCLE Credit,Finance for the Business Professional,BUSM.X403.(5),10/3/2018,Wed,06:00 PM,2018.10.03-2018.10.24,1.0,SANTA CLARA,$600,Dianne V Conry,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578723&SectionID=6195475
MCLE Credit,Business Law and Its Environment,BUSM.X409.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$745,Reynold H Lewke,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570697&SectionID=6195375
MCLE Credit,"Finance I, Fundamentals",BUSM.X405.(3),1/10/2019,Thu,06:00 PM,2019.01.10-2019.02.28,3.0,SANTA CLARA,$745,Ly-Huong T Pham,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5579377&SectionID=6295781
Paralegal Legal Studies,Advanced Paralegal Certificate Course,LSTU.X410.(807),10/15/2018,Mon,NA,2018.10.15-2018.11.30,,ONLINE,$1800,Beth Eerebout,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578415&SectionID=6195861
Paralegal Legal Studies,Advanced Paralegal Certificate Course,LSTU.X410.(806),8/20/2018,Mon,NA,2018.08.20-2018.10.05,,ONLINE,$1800,Beth Eerebout,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578415&SectionID=6105839
Paralegal Legal Studies,Paralegal Core Certificate Course,LSTU.X400.(807),10/15/2018,Mon,NA,2018.10.15-2018.11.30,,ONLINE,$1289,Beth Eerebout,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578509&SectionID=6195897
Paralegal Legal Studies,Paralegal Core Certificate Course,LSTU.X400.(806),8/20/2018,Mon,NA,2018.08.20-2018.10.05,,ONLINE,$1289,Beth Eerebout,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5578509&SectionID=6105911
Personal Financial Planning,Employment Benefits and Retirement Planning in Personal Financial Planning,FPLN.X411.(3),1/23/2019,Wed,06:00 PM,2019.01.23-2019.03.27,3.5,SANTA CLARA,$720,Sadie M. Pourfathi,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5572205&SectionID=6298017
Personal Financial Planning,"Personal Financial Planning, Practicum",FPLN.X490.(3),9/20/2018,Thu,06:00 PM,2018.09.20-2018.11.29,3.0,SANTA CLARA,$750,Renee M. Snow,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5571955&SectionID=6196763
Personal Financial Planning,Applied Mathematics for Financial Planning,FPLN.X409.(3),1/14/2019,Mon,06:00 PM,2019.01.14-2019.03.25,3.0,SANTA CLARA,$725,Cynthia J Riley,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5572221&SectionID=6297939
Personal Financial Planning,"Personal Financial Planning, Survey",FPLN.X400.(3),9/17/2018,Mon,06:00 PM,2018.09.17-2018.11.26,4.0,SANTA CLARA,$800,Christopher L Wentzien,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5571855&SectionID=6197797
Personal Financial Planning,Investments in Personal Financial Planning: Principles and Methods,FPLN.X401.(3),9/14/2018,Fri,06:00 PM,2018.09.14-2018.12.14,4.0,SANTA CLARA,$800,Russell E. Blahetka,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5571665&SectionID=6196029
Personal Financial Planning,Estate Planning,FPLN.X402.(3),1/24/2019,Thu,06:00 PM,2019.01.24-2019.03.28,3.5,SANTA CLARA,$720,Richard C Dayton,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5572119&SectionID=6298107
Procurement and Supply Chain Management,Technology Impacts in the Supply Chain,SCMT.X404.(2),2/26/2019,Tue,06:00 PM,2019.02.26-2019.03.26,1.5,SANTA CLARA,$650,Darin Matthews,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608269&SectionID=6298455
Procurement and Supply Chain Management,Technology Impacts in the Supply Chain,SCMT.X404.(1),10/10/2018,Wed,06:00 PM,2018.10.10-2018.11.07,1.5,SANTA CLARA,$650,Darin Matthews,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608269&SectionID=6197061
Procurement and Supply Chain Management,Supply Chain Decisions and Data Analytics,SCMT.X407.(1),10/11/2018,Thu,06:00 PM,2018.10.11-2018.11.29,2.0,SANTA CLARA,$750,Stephen Hyatt,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5824647&SectionID=6197123
Procurement and Supply Chain Management,Effective Procurement Strategies,SCMT.X401.(2),2/13/2019,Wed,08:30 AM,2019.02.13-2019.03.06,3.0,,$750,Michael Kolodisner,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608239&SectionID=6298265
Procurement and Supply Chain Management,Effective Procurement Strategies,SCMT.X401.(1),11/7/2018,Wed,08:30 AM,2018.11.07-2018.12.05,3.0,,$750,Michael Kolodisner,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608239&SectionID=6196877
Procurement and Supply Chain Management,Logistics and Transportation Management,SCMT.X402.(2),2/23/2019,Sat,08:00 AM,2019.02.23-2019.03.23,3.0,SANTA CLARA,$750,Sudarshan K Bahl,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608249&SectionID=6298395
Procurement and Supply Chain Management,Sustainable Supply Chain Strategies,SCMT.X403.(2),10/23/2018,Tue,06:00 PM,2018.10.23-2018.11.20,1.5,SANTA CLARA,$650,Darin Matthews,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608259&SectionID=6197003
Procurement and Supply Chain Management,Managing Global Supply Chains,SCMT.X405.(2),10/20/2018,Sat,08:30 AM,2018.10.20-2018.11.03,1.5,SANTA CLARA,$650,Sudarshan K Bahl,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5822163&SectionID=6199259
Procurement and Supply Chain Management,Supply Chain Operations Management,SCMT.X406.(1),11/10/2018,Sat,08:30 AM,2018.11.10-2018.12.08,3.0,SANTA CLARA,$750,Sudarshan K Bahl,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5846953&SectionID=6204655
Procurement and Supply Chain Management,Evolving Role of Supply Chain Management,SCMT.X400.(5),1/22/2019,Tue,06:00 PM,2019.01.22-2019.02.19,1.5,SANTA CLARA,$650,Darin Matthews,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608229&SectionID=6298337
Procurement and Supply Chain Management,Evolving Role of Supply Chain Management,SCMT.X400.(4),9/11/2018,Tue,06:00 PM,2018.09.11-2018.10.09,1.5,SANTA CLARA,$650,Darin Matthews,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5608229&SectionID=6196945
Procurement and Supply Chain Management,Business and Professional Writing,BUSM.X414.(3),9/18/2018,Tue,06:00 PM,2018.09.18-2018.10.23,2.0,SANTA CLARA,$700,Linda Rodgers-Price,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570461&SectionID=6195249
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(815),1/15/2019,Tue,NA,2019.01.15-2019.02.19,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299359
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(14),3/9/2019,Sat,08:30 AM,2019.03.09-2019.03.16,1.5,SANTA CLARA,$775,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299153
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(13),1/16/2019,Wed,06:00 PM,2019.01.16-2019.02.13,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6299069
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(811),9/10/2018,Mon,NA,2018.09.10-2018.10.15,1.5,ONLINE,$775,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6196385
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(12),9/5/2018,Wed,05:45 PM,2018.09.05-2018.09.26,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6206007
Procurement and Supply Chain Management,Role of the Project Manager,PPMT.X400.(8),8/1/2018,Wed,05:45 PM,2018.08.01-2018.08.29,1.5,SANTA CLARA,$775,Vaidehi R Bhandari,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5574135&SectionID=6112213
Procurement and Supply Chain Management,Business Law and Its Environment,BUSM.X409.(3),9/10/2018,Mon,06:00 PM,2018.09.10-2018.11.19,3.0,SANTA CLARA,$745,Reynold H Lewke,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5570697&SectionID=6195375
Procurement and Supply Chain Management,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(3),2/2/2019,Sat,08:30 AM,2019.02.02-2019.02.09,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6295655
Procurement and Supply Chain Management,"Effective Negotiations: Principles, Strategies, and Techniques",BUSM.X416.(2),8/18/2018,Sat,08:30 AM,2018.08.18-2018.08.25,1.5,SANTA CLARA,$700,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576305&SectionID=6104987
Procurement and Supply Chain Management,Outsourcing and Contract Management,PPMT.X414.(803),11/5/2018,Mon,NA,2018.11.05-2018.12.10,1.5,ONLINE,$775,Michael D Taylor,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5576063&SectionID=6196279
Project and Program Management,Practical Introduction to Enterprise Agility Using the Scaled Agile Framework SAFe©,PPMT.X419.(3),2/1/2019,Fri,06:00 PM,2019.02.01-2019.03.08,1.5,SANTA CLARA,$750,Hong Nguyen-Phuong,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5809845&SectionID=6298875
Project and Program Management,Clinical Project Management,CTDM.X401.(2),9/18/2018,Tue,06:00 PM,2018.09.18-2018.11.13,2.0,SANTA CLARA,$750,Karim N Sajwani,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5644453&SectionID=6210891
Project and Program Management,Project Leadership and Communication,PPMT.X415.(9),2/1/2019,Fri,06:30 PM,2019.02.01-2019.04.12,3.0,SANTA CLARA,$900,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6299007
Project and Program Management,Project Leadership and Communication,PPMT.X415.(807),9/26/2018,Wed,NA,2018.09.26-2018.12.07,3.0,ONLINE,$900,Sanjay Bhatia,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6196341
Project and Program Management,Project Leadership and Communication,PPMT.X415.(8),9/20/2018,Thu,06:30 PM,2018.09.20-2018.11.29,3.0,SANTA CLARA,$900,Alan Tsuda,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575383&SectionID=6199201
Project and Program Management,Applied Project Management,PPMT.X417.(9),1/15/2019,Tue,06:00 PM,2019.01.15-2019.03.19,3.0,SANTA CLARA,$900,Mohammed Fennich,http://course.ucsc-extension.edu/modules/shop/index.html?action=section&OfferingID=5575759&SectionID=6298513
